,Betweenness_A,Closeness_A,Clustering_A,Conductance_A,Cut Ratio_A,Degree_A,E In_A,E In Over E Out_A,E Out_A,Expansion_A,Normalised Cut_A,ODF_A,Shortest Path_A,Triangle Participation_A,Betweenness_B,Closeness_B,Clustering_B,Conductance_B,Cut Ratio_B,Degree_B,E In_B,E In Over E Out_B,E Out_B,Expansion_B,Normalised Cut_B,ODF_B,Shortest Path_B,Triangle Participation_B,Shortest Path Length,Triadic Closure,Mean Deg. on Path,Median Deg. on Path,Max Deg. on Path,Min Deg. on Path,Var of Deg. on Path
graph_1_3_nodes_41_44,0.008434107495100904,0.2996987951807229,0.32142857142857145,0.5384615384615384,0.04022966044237472,8.0,3.0,0.42857142857142855,7.0,0.2692432336182336,0.5430881081905536,0.7,3.336683417085427,0.0,0.0029935481029752685,0.3080495356037152,0.3333333333333333,0.42857142857142855,0.017543859649122806,7.0,2.0,0.6666666666666666,3.0,0.10344827586206896,0.4305568686773187,0.6,3.2462311557788945,0.10344827586206896,3,0,8.0,8.0,9,7,0.5
graph_1_3_nodes_46_154,0.008532407836741309,0.3235772357723577,0.2857142857142857,1.0,0.03389869029275809,8.0,0.0,0.0,6.0,0.2608478260869565,1.0039525691699605,1.0,3.0904522613065333,0.0,0.02413860712192024,0.35663082437275984,0.08333333333333333,0.6923076923076923,0.05263157894736842,9.0,2.0,0.2222222222222222,9.0,0.3103448275862069,0.6982404543380153,0.8181818181818182,2.8040201005025125,0.10344827586206896,3,0,7.75,8.0,9,6,1.1875
graph_4_2_nodes_167_174,0.0041316674174115215,0.3834296724470135,0.09523809523809523,0.9134954545454546,0.03869993097778922,7.0,0.369,0.06963333333333334,6.631,0.2688417980530596,0.9178634319578812,0.9472857142857144,2.608040201005025,0.0006460423572354891,0.0054208129103185,0.39019607843137255,0.08333333333333333,0.7892727272727272,0.036550187649497363,9.0,0.9109999999999999,0.17505,6.0889999999999995,0.1930801381843612,0.7932875854781604,0.8698571428571429,2.562814070351759,0.011705583937937752,2,0,8.0,8.0,9,7,0.6666666666666666
graph_4_5_nodes_72_177,0.006296139668054032,0.3678373382624769,0.047619047619047616,0.4905,0.02241772305796412,7.0,2.0580000000000003,0.5315,3.9419999999999997,0.1844145622918696,0.4931073585469204,0.6569999999999999,2.7185929648241207,9.375e-05,0.0013450999902848485,0.3316666666666667,0.0,0.7688318681318681,0.04427191937922532,4.0,1.298,0.19607142857142856,7.702000000000001,0.3575709080991194,0.7739069937368048,0.8557777777777777,3.0150753768844223,0.016634845937520737,3,0,11.5,9.5,23,4,52.25
graph_3_1_nodes_6_111,0.004554849982321872,0.32463295269168024,0.0,0.9750714285714286,0.033819835266793725,5.0,0.096,0.0227,5.904,0.2389948752891655,0.978961292195472,0.9840000000000001,3.080402010050252,0.0,0.005160316882372019,0.3692022263450835,0.13333333333333333,0.2548611111111111,0.011828361296681566,6.0,2.9730000000000003,1.4791666666666667,2.0269999999999997,0.07174458156574931,0.2562051662943914,0.4054,2.7085427135678386,0.0,4,0,11.4,6.0,34,5,128.24
graph_4_3_nodes_71_115,0.0023951192835060344,0.3466898954703833,0.0,0.8597055555555556,0.03694904542525944,5.0,0.584,0.10495,6.416,0.27190585748358803,0.8639336782771924,0.9165714285714286,2.884422110552764,8.333333333333333e-05,0.021315810362336544,0.3948412698412698,0.054945054945054944,0.6925952380952379,0.023279416892516003,14.0,0.986,0.2893333333333333,4.013999999999999,0.15310314629429586,0.6952458040627097,0.8028000000000001,2.5326633165829144,0.019626595987984063,3,0,8.75,8.0,14,5,12.6875
graph_3_2_nodes_78_91,0.004057486527253483,0.3644688644688645,0.26666666666666666,0.996095238095238,0.028828476315619394,6.0,0.012,0.0031666666666666666,4.988,0.18621121700704568,0.9993833667523762,0.9976,2.743718592964824,0.0,0.005579749274582889,0.3598553345388789,0.14285714285714285,0.9864969696969696,0.04371732458429699,7.0,0.071,0.013161904761904762,7.9289999999999985,0.4369786977908133,0.99171392205663,0.991125,2.778894472361809,0.0,3,0,9.0,9.0,12,6,6.5
graph_1_3_nodes_69_106,0.017687959723501158,0.3251633986928105,0.19047619047619047,0.6666666666666666,0.045976486042692936,7.0,2.0,0.25,8.0,0.3077169230769231,0.6719437115215479,0.8,3.0753768844221105,0.0,0.002303746726567264,0.30474732006125577,0.6,1.0,0.022597092617279248,5.0,0.0,0.0,4.0,0.17402371541501974,1.0026385224274406,1.0,3.2814070351758797,0.0,3,0,11.75,9.5,23,5,48.6875
graph_2_2_nodes_96_125,0.005149823389094332,0.3658088235294117,0.0,0.520156862745098,0.04656360971042919,5.0,3.799,0.4667619047619048,8.201,0.3515055523639921,0.5255784224488269,0.6834166666666667,2.7336683417085426,0.09405321274952667,0.012707606815183785,0.37832699619771865,0.09523809523809523,0.6595238095238095,0.023243242356902952,7.0,1.03,0.2625,3.97,0.1360484120483004,0.6621461204152292,0.794,2.6432160804020097,0.00018198529411764705,3,0,16.25,13.5,33,5,126.6875
graph_2_5_nodes_22_165,0.005509576700762662,0.3251633986928105,0.0,0.6489181818181818,0.04267463002530412,6.0,1.939,0.2809285714285714,7.061,0.2105059149913173,0.6535780289982763,0.7845555555555556,3.0753768844221105,0.07634102605585719,0.016656640371039047,0.39173228346456695,0.2087912087912088,0.3333333333333333,0.01824370042705246,14.0,3.0,1.0,3.0,0.08440976108410317,0.3353214049039099,0.5,2.5527638190954773,0.0,3,0,14.75,12.5,28,6,66.6875
graph_4_5_nodes_6_114,0.003597973386798403,0.3401709401709402,0.0,0.8740238095238095,0.03130076246111521,5.0,0.46399999999999997,0.1031,5.5360000000000005,0.2902531010132501,0.8776734937269252,0.9226666666666666,2.939698492462312,0.00249556654075045,0.0016182746456527438,0.319935691318328,0.0,0.8990095238095238,0.021316314831930645,4.0,0.258,0.09266666666666666,3.742,0.1783334106039543,0.901478829566668,0.9355,3.1256281407035176,0.0,2,0,5.333333333333333,5.0,7,4,1.5555555555555554
graph_1_5_nodes_13_94,0.0093660503854113,0.33111480865224624,0.2777777777777778,0.3333333333333333,0.023391812865497075,9.0,4.0,1.0,4.0,0.13793103448275862,0.3359858532272325,0.5,3.020100502512563,0.0,0.0038740702182582256,0.2948148148148148,0.26666666666666666,0.25,0.01145195478231157,6.0,3.0,1.5,2.0,0.0789048433048433,0.2513262599469496,0.4,3.391959798994975,0.0,3,0,7.25,7.5,9,5,3.1875
graph_4_2_nodes_14_40,0.021140552945648,0.4216101694915254,0.014705882352941175,0.7320095238095238,0.028888349004640983,19.0,0.995,0.2272,5.005,0.23976135868438586,0.7353124906676696,0.8341666666666667,2.371859296482412,0.00024154589371980678,0.002872252158943975,0.3559928443649374,0.0,0.7492848484848484,0.03957734092072901,6.0,1.212,0.19417142857142847,6.787999999999999,0.2584839057535579,0.7537605803093621,0.8485,2.809045226130653,0.0006348279743016585,3,0,10.0,7.5,19,6,28.5
graph_1_5_nodes_59_183,0.008083920489176956,0.3390119250425894,0.24444444444444444,0.7777777777777778,0.04,10.0,1.0,0.14285714285714285,7.0,0.28,0.7823921482458068,0.875,2.949748743718593,0.0,0.026400699922906785,0.3479020979020979,0.15555555555555556,0.5,0.03468188160255132,10.0,3.0,0.5,6.0,0.2222307692307693,0.503968253968254,0.6666666666666666,2.8743718592964824,0.14815384615384616,2,0,12.333333333333336,10.0,17,10,10.888888888888886
graph_1_4_nodes_169_185,0.02025224131228024,0.32892561983471075,0.14285714285714285,0.7777777777777778,0.07951945043656908,8.0,2.0,0.14285714285714285,14.0,0.584828695652174,0.7869762009052417,0.875,3.0402010050251262,0.0,0.018563424620456133,0.3528368794326241,0.3111111111111111,0.5,0.06818181818181818,12.0,6.0,0.5,12.0,0.5,0.5079365079365079,0.6666666666666666,2.8341708542713566,0.0,2,0,10.0,10.0,12,8,2.6666666666666665
graph_3_5_nodes_44_149,0.010437293352392685,0.3909626719056975,0.027777777777777776,0.9958095238095238,0.028035802004794958,9.0,0.013999999999999999,0.004333333333333333,4.9860000000000015,0.2275782714189005,0.9990963341373408,0.9972,2.557788944723618,0.0,0.005350951318281239,0.3528368794326241,0.047619047619047616,0.7976573426573427,0.044246239023510214,7.0,1.0170000000000001,0.1283892857142857,7.983,0.4186199967658068,0.8029163551717259,0.8869999999999999,2.8341708542713566,0.0,2,0,10.0,9.0,14,7,8.666666666666666
graph_4_5_nodes_50_197,0.007886089692096369,0.3592057761732852,0.0,0.6771728937728938,0.050091207584449036,8.0,2.184,0.2632079365079365,8.816,0.4210175926538919,0.6829853322846429,0.8014545454545454,2.7839195979899496,0.02207707667028779,0.007202698762985562,0.3638025594149909,0.0,0.9083560606060606,0.03859615789705862,6.0,0.3720000000000001,0.06431666666666666,6.627999999999999,0.26537062546501705,0.9127222955470872,0.9468571428571428,2.748743718592965,0.0004955169459061154,3,0,7.5,7.0,10,6,2.75
graph_1_3_nodes_93_157,0.0006416218344845434,0.27871148459383754,0.6,1.0,0.0344823645320197,7.0,0.0,0.0,6.0,0.2307876923076924,1.0039525691699605,1.0,3.5879396984924625,0.0,0.00465364208830552,0.28924418604651164,0.0,0.5384615384615384,0.04093567251461988,5.0,3.0,0.42857142857142855,7.0,0.2413793103448276,0.5430881081905536,0.7,3.457286432160804,0.0,5,0,9.333333333333334,8.0,17,5,15.222222222222221
graph_4_5_nodes_17_79,0.004428462630840776,0.3278418451400329,0.0,0.9453809523809524,0.02680788046064195,6.0,0.165,0.041916666666666665,4.835,0.2898132882974361,0.9485690156876732,0.9670000000000001,3.050251256281407,0.0001891625615763547,0.0031610601398531675,0.3241042345276873,0.0,0.9036666666666666,0.0375533356095162,5.0,0.414,0.079,6.586,0.35276838275439365,0.9080053013582264,0.9408571428571428,3.085427135678392,0.008922728394823382,2,0,5.0,5.0,6,4,0.6666666666666666
graph_2_2_nodes_86_106,0.05297963587030928,0.4189473684210526,0.10869565217391304,0.3321904761904761,0.01167133748711285,24.0,2.006,1.012,1.994,0.0684537398432518,0.3335110139019067,0.4985,2.386934673366834,0.10316229659283467,0.017117944027229128,0.3761814744801512,0.14102564102564102,0.4177333333333333,0.012971764117258896,13.0,1.6840000000000002,0.7896666666666666,2.316,0.10834006199660258,0.4192658607217916,0.579,2.6582914572864316,0.09383122745540903,2,0,14.333333333333336,13.0,24,6,54.88888888888889
graph_3_4_nodes_94_121,0.0025931400267418013,0.3485113835376533,0.2,0.998,0.02785365639416832,5.0,0.006,0.0015,4.994,0.2463246124916971,1.0012920550798567,0.9988,2.869346733668342,0.0,0.0059188067724752855,0.34608695652173915,0.06666666666666668,0.4996666666666666,0.024380287314156902,6.0,2.002,0.501,3.998,0.11163574539706454,0.5023108544500194,0.6663333333333333,2.8894472361809047,8.695652173913043e-05,3,0,9.75,7.0,20,5,36.1875
graph_4_1_nodes_90_108,0.0009912474288191278,0.3442906574394464,0.0,0.8954666666666666,0.021977547926325457,4.0,0.265,0.092,3.735,0.15317488530747406,0.8979313981243114,0.93375,2.9045226130653266,0.0011687919680589045,0.00622799905423992,0.3719626168224299,0.03571428571428571,0.5269761904761905,0.02490258930824717,8.0,1.88,0.4679,4.12,0.1230574678069802,0.5297002126314406,0.6866666666666666,2.6884422110552766,0.0,3,0,8.75,9.5,12,4,9.6875
graph_3_3_nodes_76_134,0.004812001413403677,0.3251633986928105,0.13333333333333333,0.9956,0.03824231847209112,6.0,0.02,0.004333333333333333,6.98,0.4114847632146812,1.0001952536873244,0.9971428571428572,3.0753768844221105,0.0,0.0036257684448717017,0.34608695652173915,0.06666666666666668,0.6542380952380953,0.026965474298069413,6.0,1.385,0.35,4.615,0.16534990231947075,0.6572854829551875,0.7691666666666667,2.8894472361809047,0.00010344827586206896,2,0,6.666666666666668,6.0,8,6,0.8888888888888891
graph_1_3_nodes_30_127,0.020538710336694105,0.3454861111111111,0.25,0.4666666666666667,0.039544912080238685,9.0,4.0,0.5714285714285714,7.0,0.3045415019762846,0.471299360247077,0.6363636363636364,2.8944723618090453,0.0,0.0013421777249578194,0.27871148459383754,0.3333333333333333,1.0,0.022988243021346468,4.0,0.0,0.0,4.0,0.15385846153846156,1.0026385224274406,1.0,3.5879396984924625,0.0,3,0,7.75,8.0,11,4,6.6875
graph_4_3_nodes_72_182,0.005678678616889901,0.3768939393939394,0.09523809523809523,0.3882060606060606,0.01923610222470041,7.0,2.6860000000000004,0.8859999999999999,3.3139999999999996,0.13040387789775082,0.3904003638050687,0.5523333333333333,2.6532663316582914,0.0004942700884580751,0.02751197682294424,0.4163179916317992,0.075,0.9883571428571428,0.0345547482695734,16.0,0.040999999999999995,0.0083,5.959,0.2306059550640809,0.9922829676342376,0.9931666666666666,2.402010050251256,0.0,2,0,14.0,16.0,19,7,26.0
graph_1_1_nodes_50_164,0.013886259189937418,0.3322203672787981,0.2727272727272727,0.047619047619047616,0.005952380952380952,11.0,10.0,10.0,1.0,0.03125,0.04828883998341466,0.09090909090909093,3.010050251256281,0.34375,0.013163928496046962,0.3085271317829457,0.14285714285714285,0.08114102564102564,0.0058548441543043285,7.0,5.952999999999999,5.8355,1.047,0.04948787878787879,0.08183843570098567,0.14957142857142855,3.241206030150754,0.2356893939393939,2,0,7.666666666666668,7.0,11,5,6.222222222222222
graph_4_2_nodes_41_183,0.0059912053759097,0.3841698841698842,0.1111111111111111,0.6290133200133199,0.04436947969990225,9.0,2.358,0.32767857142857143,7.642,0.3028505582658277,0.6340566086299958,0.7642,2.6030150753768844,0.08956290278527228,0.003600908864899549,0.381957773512476,0.10714285714285714,0.8674720279720279,0.04848147263718122,8.0,0.7120000000000001,0.099775,8.288,0.31180609612768984,0.8729277549510657,0.9208888888888888,2.6180904522613067,0.002408920211334406,2,0,11.0,9.0,16,8,12.666666666666664
graph_4_5_nodes_43_162,0.001962427483025831,0.31045241809672386,0.0,0.4405242424242424,0.02045469343779456,4.0,2.363,0.6985,3.637,0.2062896626645854,0.4429310163771962,0.6061666666666666,3.2211055276381915,0.00022156862745098042,0.003974028437909207,0.3638025594149909,0.2857142857142857,0.9141428571428571,0.03397757982616286,7.0,0.304,0.06220000000000001,5.6960000000000015,0.1814726054676744,0.9178971093796752,0.9493333333333334,2.748743718592965,0.0006830051990835572,3,0,6.75,6.0,11,4,7.1875
graph_4_4_nodes_122_132,0.005326925449983942,0.35346358792184723,0.09523809523809523,0.6792761904761905,0.01884300902277959,7.0,0.8540000000000001,0.338,3.1460000000000004,0.10194367343734492,0.6813543301990129,0.7865,2.8291457286432165,0.0,0.004505236835084553,0.34912280701754383,0.14285714285714285,0.9683571428571428,0.033133784219189534,7.0,0.114,0.0241,5.886,0.2867296839057713,0.9722353231182332,0.981,2.864321608040201,0.0007391594201121126,4,0,12.2,8.0,25,7,47.76000000000001
graph_3_4_nodes_55_114,0.0012261755945736199,0.3066255778120185,0.16666666666666666,0.9727619047619048,0.030250611399324542,4.0,0.08199999999999999,0.02066666666666667,4.918,0.13781786950707842,0.976004255450463,0.9836,3.2613065326633164,0.0,0.00800014449025253,0.3856589147286822,0.14285714285714285,0.7037333333333333,0.019283857964886204,7.0,0.741,0.2473333333333333,3.259,0.10691144048247248,0.7058859743948115,0.81475,2.5929648241206027,0.0,4,0,14.6,9.0,36,4,133.04
graph_2_1_nodes_4_123,0.014155959617848109,0.3671586715867159,0.16666666666666666,1.0,0.050798976881378785,12.0,0.0,0.0,9.0,0.39436425661295227,1.0059171597633136,1.0,2.7236180904522613,0.0,0.06462492718582291,0.4180672268907563,0.11076923076923076,0.6666666666666666,0.022577323058390573,26.0,1.0,0.25,4.0,0.1752730029390899,0.6693086745926904,0.8,2.391959798994975,0.0,1,7,19.0,19.0,26,12,49.0
graph_1_3_nodes_30_63,0.020538710336694105,0.3454861111111111,0.25,0.4666666666666667,0.039544912080238685,9.0,4.0,0.5714285714285714,7.0,0.3045415019762846,0.471299360247077,0.6363636363636364,2.8944723618090453,0.0,0.002311444334083887,0.31045241809672386,0.35714285714285715,1.0,0.022599126861838733,8.0,0.0,0.0,4.0,0.17389855072463767,1.0026385224274406,1.0,3.2211055276381915,0.0,3,0,12.75,8.5,26,8,58.6875
graph_4_2_nodes_52_122,0.007268682225454083,0.3995983935742972,0.15555555555555556,0.8473214285714286,0.026381483487872483,10.0,0.47600000000000003,0.13041666666666665,4.524,0.18931143959890606,0.8503059510465388,0.9048,2.5025125628140703,0.003501260506620937,0.0015999999701322542,0.3719626168224299,0.2,0.8186666666666667,0.02071025644347074,5.0,0.46399999999999997,0.16533333333333333,3.536,0.13836520377888822,0.8210008577506729,0.884,2.6884422110552766,0.0,3,0,16.25,15.0,30,5,92.1875
graph_3_1_nodes_15_32,0.005439189120100053,0.35727109515260325,0.14285714285714285,0.9993333333333332,0.022943219342366147,7.0,0.002,0.001,3.998,0.15967743065385906,1.0019705417416578,0.9995,2.798994974874372,0.0,0.008740577196880027,0.34912280701754383,0.08333333333333333,0.8339227106227106,0.05703614421864836,9.0,1.002,0.1010686507936508,9.998,0.4164775830232791,0.8405002764449191,0.9089090909090908,2.864321608040201,6.976744186046511e-05,2,0,7.666666666666668,7.0,9,7,0.8888888888888891
graph_2_2_nodes_77_150,0.003651339198626264,0.33501683501683505,0.0,0.7486777777777778,0.0336123760003711,5.0,1.0070000000000001,0.16841666666666666,5.992999999999999,0.27725871196648755,0.7526309871870321,0.8561428571428571,2.9849246231155777,0.0004969240669240669,0.004869845675396046,0.3220064724919094,0.1,0.6361118881118881,0.03921660527473127,5.0,2.002,0.2862285714285714,6.9979999999999976,0.3256166549018353,0.6407310431486641,0.7775555555555556,3.1055276381909547,0.0,2,0,7.0,5.0,11,5,8.0
graph_3_5_nodes_48_194,0.01539316309218795,0.4069529652351738,0.17582417582417584,0.6463727272727273,0.03967285507667544,14.0,1.944,0.28030357142857143,7.056,0.32241756367791025,0.6510294727637304,0.784,2.4572864321608043,0.0008451122338873204,0.002959275990674097,0.35159010600706714,0.2,0.4543030303030303,0.028568009315613162,6.0,3.002,0.6008,4.998,0.20015524514909824,0.4576107840522821,0.62475,2.8442211055276383,0.0,3,0,10.25,10.5,14,6,8.1875
graph_1_4_nodes_91_147,0.01301237327594102,0.3090062111801242,0.14285714285714285,0.7777777777777778,0.03977272727272727,7.0,1.0,0.14285714285714285,7.0,0.2916666666666667,0.7823921482458068,0.875,3.2361809045226133,0.0,0.004420522989430538,0.3052147239263804,0.3333333333333333,1.0,0.04117403100396225,6.0,0.0,0.0,7.0,0.233462200799242,1.0046082949308757,1.0,3.2763819095477387,0.0,4,0,10.4,7.0,27,5,69.44000000000003
graph_3_4_nodes_93_107,0.00043032807116536614,0.28798842257597684,0.16666666666666666,0.4998333333333334,0.024386616428080952,4.0,2.001,0.5005,3.9989999999999997,0.11165955492087408,0.5024781785477611,0.6665,3.472361809045226,0.0,0.004923485460699663,0.3305647840531561,0.06666666666666668,0.9349333333333332,0.022862478821346583,6.0,0.163,0.05466666666666666,3.8369999999999997,0.17833101835327808,0.9374649729421418,0.95925,3.0251256281407035,0.0,4,0,11.2,6.0,33,4,119.76
graph_3_1_nodes_42_94,0.0037632021241277842,0.32892561983471075,0.1,0.7755959595959596,0.04289421772478838,5.0,1.026,0.1505904761904762,6.974,0.1909220444083924,0.7801932506951484,0.87175,3.0402010050251262,0.0,0.0033868885803552433,0.3553571428571429,0.0,0.9127619047619048,0.02895652822398343,6.0,0.302,0.099,4.698,0.1260874422383875,0.9158600182772674,0.9396,2.814070351758794,0.0,3,0,9.25,7.5,17,5,22.1875
graph_2_4_nodes_36_155,0.011028012587080973,0.3528368794326241,0.2222222222222222,0.9977142857142856,0.028172968699589962,10.0,0.008,0.0026666666666666666,4.992,0.2195814163192988,1.0010050224648213,0.9984,2.8341708542713566,0.0,0.012279038501252835,0.3466898954703833,0.047619047619047616,0.9990000000000001,0.03349557648165513,7.0,0.004,0.001,5.996,0.2864079587272729,1.0029499550369116,0.9993333333333332,2.884422110552764,0.00014634146341463414,3,0,8.5,8.5,12,5,7.25
graph_3_4_nodes_1_166,0.0138869731803641,0.3605072463768116,0.07272727272727272,0.9985714285714286,0.03410997673297022,13.0,0.005,0.001,5.995,0.2482155033104825,1.0025207365457045,0.9991666666666666,2.7738693467336684,0.0,0.004615253582947189,0.3611615245009073,0.19047619047619047,0.9990476190476192,0.035554806591437484,7.0,0.004,0.0012,5.996,0.19251727028085625,1.0029975714808432,0.9993333333333332,2.7688442211055286,0.0,3,0,8.75,8.0,13,6,7.1875
graph_1_3_nodes_35_74,0.014558096205156794,0.33445378151260496,0.4,0.6666666666666666,0.04519799691833591,11.0,2.0,0.25,8.0,0.3478115942028985,0.6719437115215479,0.8,2.9899497487437188,0.0,0.012030042583294674,0.3278418451400329,0.2857142857142857,0.7777777777777778,0.03954824730354392,7.0,1.0,0.14285714285714285,7.0,0.3043351449275363,0.7823921482458068,0.875,3.050251256281407,0.0,2,0,9.333333333333334,10.0,11,7,2.8888888888888893
graph_3_1_nodes_63_193,0.009678921337754286,0.3864077669902913,0.06666666666666668,0.7988,0.0210809044913834,10.0,0.509,0.17566666666666667,3.491,0.10232295436264874,0.8011047207530946,0.87275,2.5879396984924625,0.0,0.09985584822314857,0.4451901565995526,0.07056451612903226,1.0,0.023223524067644486,34.0,0.0,0.0,4.0,0.14469434381149154,1.0026385224274406,1.0,2.2462311557788945,0.0,2,0,17.333333333333332,10.0,34,8,139.55555555555554
graph_3_1_nodes_96_182,0.005556828901229244,0.34608695652173915,0.06666666666666668,0.5578062951496388,0.04658696686357516,6.0,3.443,0.4158238095238096,8.557,0.6873558966377901,0.5634586590212263,0.7130833333333333,2.8894472361809047,0.0007609713585323341,0.024807166480822863,0.4036511156186613,0.057142857142857134,0.9523333333333334,0.03599539632918864,15.0,0.168,0.0342,5.8320000000000025,0.15522087605920695,0.9561763133715954,0.972,2.477386934673367,0.0,2,0,14.333333333333336,15.0,22,6,42.888888888888886
graph_2_5_nodes_39_181,0.013385035148791037,0.3579136690647482,0.08333333333333333,0.7757777777777778,0.03394840207675266,9.0,0.898,0.15,6.102,0.3041757707756042,0.7798019006720504,0.8717142857142857,2.7939698492462317,0.0,0.0016507426894974144,0.3322203672787981,0.0,0.938,0.027545390206230792,5.0,0.18600000000000005,0.0465,4.814,0.20013900693003908,0.9411743403035088,0.9628,3.010050251256281,0.0,3,0,9.5,9.5,14,5,10.25
graph_4_1_nodes_96_105,0.007849182609515384,0.3705772811918063,0.022222222222222227,0.627496771340115,0.05300691936880225,10.0,2.7939999999999996,0.31652380952380954,9.206,0.392238371273914,0.6335699113067822,0.7671666666666667,2.6984924623115583,0.005305846454718511,0.0024330938155606428,0.3698884758364313,0.2,0.8512238095238095,0.031534579577330635,5.0,0.552,0.12510000000000002,5.4479999999999995,0.2445236241142869,0.8548160059859228,0.9079999999999999,2.7035175879396984,0.008052599985632495,3,0,14.75,8.5,37,5,168.1875
graph_2_4_nodes_80_129,0.0043448960569405825,0.3273026315789473,0.26666666666666666,0.6666666666666666,0.0225775653364558,6.0,1.0,0.25,4.0,0.17587823663892208,0.6693086745926904,0.8,3.055276381909548,0.0,0.011068389806940264,0.3579136690647482,0.07142857142857142,0.9774727272727272,0.05025901008089092,10.0,0.113,0.014196428571428572,8.887,0.3839911780654554,0.9833167632791064,0.9874444444444443,2.7939698492462317,0.00013794926004228328,3,0,8.5,9.0,10,6,2.75
graph_4_4_nodes_31_65,0.003555895725129529,0.32305194805194803,0.0,0.8594285714285714,0.030692382572724063,5.0,0.527,0.1202,5.473,0.3142458750405373,0.8630370429491571,0.9121666666666668,3.095477386934673,0.010356413224634977,0.0065846828231118535,0.3651376146788991,0.07142857142857142,0.8653808080808081,0.03706195403104776,8.0,0.584,0.11456666666666665,6.416,0.2842880745774849,0.8696086413385228,0.9165714285714286,2.738693467336684,0.006473272449499907,4,0,8.6,8.0,16,5,15.04
graph_3_3_nodes_0_174,0.012811901731381857,0.388671875,0.12727272727272726,0.4460338827838828,0.03606469853456397,11.0,3.844,0.6316904761904761,6.1560000000000015,0.2146330366409886,0.4501092128278381,0.6155999999999999,2.57286432160804,0.0036796049163544406,0.003821912013090913,0.3485113835376533,0.06666666666666668,0.9292833333333334,0.038842154992044735,6.0,0.29600000000000004,0.05348333333333333,6.704,0.2548861637374017,0.9336989220950548,0.9577142857142856,2.869346733668342,0.00019677419354838707,2,0,9.0,10.0,11,6,4.666666666666667
graph_1_4_nodes_79_174,0.0013466520849357753,0.2700135685210312,0.16666666666666666,0.75,0.03409363636363636,4.0,1.0,0.16666666666666666,6.0,0.24986,0.7539577836411608,0.8571428571428571,3.7035175879396975,0.0,0.011343598703571245,0.3214862681744749,0.2888888888888889,1.0,0.03977272727272727,10.0,0.0,0.0,7.0,0.2916666666666667,1.0046082949308757,1.0,3.110552763819096,0.0,4,0,8.2,8.0,14,4,12.96
graph_3_5_nodes_71_120,0.023675930865819195,0.4061224489795918,0.125,0.75,0.03429560546678148,17.0,1.0,0.16666666666666666,6.0,0.24027053063211984,0.7539577836411608,0.8571428571428571,2.4623115577889445,0.0,0.002700770317824582,0.35159010600706714,0.2,0.9943809523809524,0.02760658482680716,5.0,0.018000000000000002,0.005166666666666668,4.982,0.2615090397007959,0.9976651494216908,0.9964,2.8442211055276383,0.0,2,0,14.0,17.0,20,5,42.0
graph_2_1_nodes_186_193,0.012150121145070194,0.3719626168224299,0.14545454545454545,0.9985,0.040568645968448336,11.0,0.006,0.001,6.994,0.2536409465350924,1.0031043918631373,0.9991428571428572,2.6884422110552766,0.0,0.015078933676489875,0.35159010600706714,0.1111111111111111,1.0,0.02268925086630589,10.0,0.0,0.0,4.0,0.1740684371427447,1.0026385224274406,1.0,2.8442211055276383,0.0,3,0,8.75,9.0,11,6,3.6875
graph_3_4_nodes_58_135,0.009088599254335793,0.3719626168224299,0.17857142857142858,0.6669999999999999,0.023733904378338742,8.0,0.9990000000000001,0.24975,4.001,0.12813267279509144,0.6696426618970034,0.8002,2.6884422110552766,0.0,0.0114053300390465,0.3658088235294117,0.1111111111111111,0.5626593406593406,0.04070685148155402,9.0,2.847,0.4081428571428571,7.153,0.2958031266182673,0.5673849635117011,0.7152999999999999,2.7336683417085426,0.1573418249785641,3,0,19.5,17.0,36,8,136.25
graph_3_5_nodes_99_199,0.003135224448745745,0.33671742808798644,0.0,0.9915555555555556,0.038605406180988594,5.0,0.036000000000000004,0.006666666666666667,6.9639999999999995,0.3621388396612851,0.9961404062831228,0.9948571428571428,2.969849246231156,0.0,0.0044075924567605895,0.34973637961335674,0.09523809523809523,0.9988,0.04523230286030159,7.0,0.006,0.001,7.994,0.35377855723400786,1.0040592574567198,0.99925,2.8592964824120597,0.0,4,0,9.8,7.0,21,5,34.16
graph_3_3_nodes_90_157,0.011620961147525736,0.3685185185185185,0.13333333333333333,0.9996,0.023485336688641084,10.0,0.001,0.0003333333333333333,3.9989999999999997,0.1372411279085284,1.002237866720611,0.99975,2.7135678391959797,0.0,0.0037728418977135032,0.3644688644688645,0.0,0.8741142191142192,0.051951346221814326,5.0,0.737,0.08934523809523809,9.263,0.4559757678310247,0.8802082126820441,0.9263,2.743718592964824,0.0,3,0,13.25,10.5,27,5,68.1875
graph_2_3_nodes_52_188,0.008428072001750622,0.3598553345388789,0.14285714285714285,0.9993333333333332,0.02849544808749617,8.0,0.002,0.0005,4.998,0.2033202075702076,1.002628004297109,0.9996,2.778894472361809,0.0,0.015296153232086853,0.3685185185185185,0.1111111111111111,0.6930128205128205,0.05122820547115202,11.0,1.995,0.2216111111111111,9.005,0.3720642246883551,0.6989488134698341,0.8186363636363637,2.7135678391959797,0.12328359531772574,3,0,12.0,11.0,18,8,13.5
