,Betweenness,Closeness,Clustering,Conductance,Cut Ratio,Degree,E In,E In Over E Out,E Out,Expansion,Normalised Cut,ODF,Shortest Path,Triangle Participation
graph_2_4_node_124,0.002858579211214901,0.32045088566827695,0.1,1.0,0.03888395200812096,5,0.0,0.0,7.0,0.3504271929824561,1.0046082949308757,1.0,3.120603015075377,0.0
graph_3_2_node_63,0.004719550142679237,0.32676518883415434,0.06666666666666667,0.9992,0.022093592887856076,6,0.002,0.0006666666666666666,3.998,0.21524089621947926,1.0018372110137819,0.9995,3.0603015075376883,0.0
graph_2_2_node_173,0.011356510054962774,0.38049713193116635,0.17857142857142858,0.5128571428571429,0.024006847648544178,8,1.94,0.482,4.06,0.13151995849207088,0.5155419351458955,0.6766666666666666,2.628140703517588,0.0
graph_4_3_node_77,0.010199760088078007,0.38049713193116635,0.05555555555555555,0.4698151515151515,0.02563967053830908,9,2.571,0.6104166666666667,4.429,0.17013477595989043,0.4727452449705046,0.6327142857142857,2.628140703517588,0.09232861509783291
graph_1_5_node_86,0.002055949792253755,0.28633093525179854,0.4,0.6,0.016634255172484746,6,1.0,0.3333333333333333,3.0,0.1527796992481203,0.6019828155981494,0.75,3.492462311557789,0.0
graph_3_2_node_183,0.007462333011108362,0.3509700176366843,0.10714285714285714,0.9992727272727273,0.05065640791574649,8,0.004,0.0005714285714285714,8.996,0.4059012142868575,1.0051872936406068,0.9995555555555555,2.849246231155779,0.0
graph_4_2_node_180,0.0028339546138736855,0.38049713193116635,0.14285714285714285,0.46114285714285713,0.014302632051291779,7,1.557,0.73,2.443,0.08877758082291778,0.46275880258324326,0.61075,2.628140703517588,0.0672519554831166
graph_2_1_node_36,0.014891730382245477,0.36313868613138683,0.16363636363636364,0.6533333333333333,0.022079821053109842,11,1.056,0.2733333333333333,3.944,0.19087567055604773,0.6559385734614296,0.7888000000000001,2.7537688442211055,0.0
graph_3_1_node_187,0.005174668060847039,0.3605072463768116,0.23809523809523808,0.9474285714285714,0.03510543684043269,7,0.187,0.0386,5.813,0.17022497995093427,0.9512591408209143,0.9688333333333333,2.7738693467336684,0.0009025908689937839
graph_4_5_node_48,0.0021688969454196033,0.32730263157894735,0.1,0.7204178821178822,0.04215848283043893,5,1.505,0.2118392857142857,7.495,0.4158515069751591,0.7253596354501842,0.8327777777777777,3.0552763819095476,0.021841889495658833
graph_2_3_node_153,0.008184163929938832,0.37832699619771865,0.26666666666666666,0.6,0.03413372995295801,10,2.0,0.3333333333333333,6.0,0.24787252660383094,0.6039630118890357,0.75,2.64321608040201,0.0
graph_1_1_node_154,0.01936689669940166,0.332220367278798,0.2,0.15789473684210525,0.017857142857142856,11,8.0,2.6666666666666665,3.0,0.09375,0.15989607106492046,0.2727272727272727,3.0100502512562812,0.28125
graph_2_3_node_83,0.004413917092098799,0.35159010600706714,0.2857142857142857,0.6666666666666666,0.02238212544076742,7,1.0,0.25,4.0,0.18839390840874706,0.6693086745926904,0.8,2.8442211055276383,0.0
graph_4_5_node_45,0.014382214926704991,0.37832699619771865,0.07575757575757576,0.9267142857142857,0.03304753618709659,12,0.259,0.0528,5.741,0.24417708691285026,0.9304978990652688,0.9568333333333333,2.64321608040201,0.0004029622551361682
graph_3_5_node_115,0.00609162297333538,0.35159010600706714,0.06666666666666667,0.9864047619047619,0.02828283820370646,6,0.051,0.02725,4.949,0.200151987748616,0.9896672789438922,0.9898,2.8442211055276383,0.000935992824904043
graph_4_5_node_156,0.00816993225542357,0.37832699619771865,0.14285714285714285,0.912952380952381,0.027577069597250776,8,0.272,0.07433333333333333,4.728,0.17483429392671826,0.9160703810716984,0.9456,2.64321608040201,0.0
graph_2_5_node_192,0.009670897651346886,0.3592057761732852,0.25,0.7138571428571429,0.027927242457268638,11,1.002,0.2006,4.998,0.23871933807947746,0.7171561632353712,0.8330000000000001,2.7839195979899496,0.00013794926004228328
graph_1_2_node_133,0.008968280992735275,0.3184,0.32727272727272727,0.4,0.023668639053254437,11,3.0,0.75,4.0,0.12903225806451613,0.40264900662251657,0.5714285714285714,3.14070351758794,0.0967741935483871
graph_4_3_node_82,0.004361732035288563,0.3472949389179756,0.0,0.8370333333333333,0.03598427135185007,5,0.678,0.1214,6.322,0.2993587957757489,0.8412002719242337,0.9031428571428571,2.879396984924623,0.002140472189435763
graph_3_5_node_128,0.005176150183998567,0.3540925266903915,0.14285714285714285,0.6408363636363636,0.0394340279166311,7,1.973,0.28148214285714285,7.027,0.32713126225161665,0.6454743605416442,0.7807777777777778,2.8241206030150754,0.0
graph_2_4_node_6,0.0029922726132782748,0.3559928443649374,0.4666666666666667,0.9977142857142857,0.03405147591077115,6,0.008,0.0016,5.992,0.24939509577379143,1.0016616369711504,0.9986666666666667,2.809045226130653,0.0
graph_4_5_node_122,0.004103305812677031,0.36446886446886445,0.13333333333333333,0.8418666666666667,0.020717267528165637,6,0.412,0.154,3.588,0.14372299822498258,0.8442349076075593,0.897,2.7437185929648242,0.0
graph_4_3_node_109,0.005884913623369631,0.36988847583643125,0.047619047619047616,0.36196969696969694,0.018031174540986045,7,2.869,1.048,3.131,0.13222192675902253,0.3640433523363541,0.5218333333333334,2.7035175879396984,0.0
graph_2_1_node_79,0.003586851742480863,0.319935691318328,0.13333333333333333,0.7492611111111112,0.03384309423081619,6,1.004,0.16771666666666665,5.996,0.2627509146650451,0.7532162797932983,0.8565714285714285,3.1256281407035176,0.0
graph_1_4_node_34,0.007778598256404767,0.31738437001594894,0.38095238095238093,1.0,0.03509706096079042,7,0.0,0.0,6.0,0.20659599555061178,1.0039525691699605,1.0,3.150753768844221,0.0
graph_2_1_node_109,0.0022409964105314065,0.3085271317829457,0.16666666666666666,0.09183636363636363,0.005860095506194103,4,4.993,4.988,1.007,0.03582046392783462,0.09250632264959627,0.16783333333333333,3.241206030150754,0.1065185346406467
graph_1_3_node_41,0.008434107495100904,0.2996987951807229,0.32142857142857145,0.5384615384615384,0.040229660442374714,8,3.0,0.42857142857142855,7.0,0.2692432336182336,0.5430881081905536,0.7,3.336683417085427,0.0
graph_2_4_node_38,0.0035605763583991122,0.30709876543209874,0.2,0.5623611111111111,0.028191215678812866,5,1.965,0.39183333333333337,5.035,0.23976201484857437,0.5656886619589087,0.7192857142857143,3.2562814070351758,0.0
graph_1_3_node_126,0.0027059620697857693,0.3138801261829653,0.5,0.5997090909090909,0.033887326656394455,5,2.002,0.33386666666666664,5.998,0.2607644927536232,0.6036707949080348,0.74975,3.185929648241206,0.0
graph_3_2_node_68,0.0047511886830970355,0.3454861111111111,0.06666666666666667,0.5046383838383838,0.030473079359651267,6,2.719,0.544247619047619,5.281,0.19942011313444902,0.5081305297923138,0.660125,2.8944723618090453,0.000695420192833986
graph_2_4_node_121,0.00044861771777888744,0.33843537414965985,0.6666666666666666,1.0,0.0340974529222654,6,0.0,0.0,6.0,0.24970278808148375,1.0039525691699605,1.0,2.9547738693467336,0.0
graph_4_5_node_26,0.0040997929907797765,0.3407534246575342,0.06666666666666667,0.2584905760905761,0.018629552419529752,6,4.754,1.6006666666666667,3.246,0.13894919580696893,0.2606456652625221,0.40575,2.9346733668341707,0.018817402948262917
graph_1_5_node_77,0.0007256926022350213,0.2842857142857143,0.3333333333333333,0.4,0.02312125440170088,4,3.0,0.75,4.0,0.14815384615384614,0.40264900662251657,0.5714285714285714,3.5175879396984926,0.14815384615384614
graph_2_1_node_96,0.003194990568614632,0.31738437001594894,0.1,0.6001142857142857,0.05294741242081201,5,3.0,0.3336,9.0,0.30070425290590636,0.6060548592333354,0.75,3.150753768844221,0.0005041557325983121
graph_2_2_node_64,0.004525766293724764,0.36580882352941174,0.2857142857142857,0.19992500000000002,0.017553648076756825,7,6.001,2.0015,2.999,0.1029496218616519,0.20192034530938124,0.3332222222222222,2.7336683417085426,0.1373128291488692
graph_4_4_node_84,0.004464270900275151,0.3220064724919094,0.06666666666666667,0.9593571428571429,0.027977100033733885,6,0.124,0.03283333333333333,4.876,0.22244364482773707,0.9625720085556735,0.9752,3.1055276381909547,0.00024210164835164835
graph_2_3_node_94,0.005942717472507232,0.3401709401709402,0.10714285714285714,1.0,0.028444774960798346,8,0.0,0.0,5.0,0.2065604388365258,1.003295978905735,1.0,2.9396984924623117,0.0
graph_4_2_node_118,0.0032088493416616926,0.3747645951035782,0.13333333333333333,0.747452380952381,0.025228876023453282,6,0.788,0.21533333333333332,4.212,0.1354091762303771,0.7502327528331815,0.8424,2.6683417085427137,0.007751513464851562
graph_2_4_node_8,0.005595783411740875,0.3390119250425894,0.047619047619047616,0.4,0.022508144986134713,9,3.0,0.75,4.0,0.17988799326669952,0.40264900662251657,0.5714285714285714,2.949748743718593,0.0
graph_4_3_node_115,0.021315810362336544,0.3948412698412698,0.054945054945054944,0.692595238095238,0.023279416892516003,14,0.986,0.28933333333333333,4.014,0.15310314629429583,0.6952458040627097,0.8028000000000001,2.5326633165829144,0.019626595987984063
graph_4_3_node_119,0.002985667318325752,0.32784184514003295,0.1,0.7926547619047619,0.024901107701757522,5,0.667,0.20016666666666666,4.333,0.19011698858547277,0.7955141107350565,0.8666,3.050251256281407,0.00844761888155801
graph_2_5_node_113,0.0063685009402153665,0.36988847583643125,0.3611111111111111,0.49983333333333335,0.024318354955368195,9,2.001,0.5005,3.999,0.11252551477880425,0.5024781785477611,0.6665,2.7035175879396984,0.0
graph_1_4_node_100,0.0014004442648554475,0.2930780559646539,0.3,0.6666666666666666,0.022719842981876882,5,1.0,0.25,4.0,0.16709391304347826,0.6693086745926904,0.8,3.4120603015075375,0.0
graph_2_1_node_114,0.005804965775728609,0.3528368794326241,0.25,0.5976,0.016578400944734964,8,1.009,0.3393333333333333,2.991,0.1548882041748801,0.5995768907875674,0.74775,2.8341708542713566,0.0
graph_3_3_node_119,0.022413383433197594,0.3834296724470135,0.054945054945054944,0.9943333333333333,0.029546605386475237,14,0.017,0.00425,4.983,0.16073105606606547,0.9976181947324132,0.9966,2.608040201005025,0.0
graph_2_1_node_62,0.004705641509814249,0.3028919330289193,0.0,0.5472616161616162,0.028013254074055898,5,2.055,0.42018333333333335,4.945,0.21623254906074543,0.5505302279119973,0.7064285714285714,3.301507537688442,0.004063841302199961
graph_2_3_node_0,0.006601258019827076,0.3579136690647482,0.25,0.6666666666666666,0.04551163993727735,8,2.0,0.25,8.0,0.33049670213844123,0.6719437115215479,0.8,2.7939698492462313,0.0
graph_2_1_node_74,0.0009860724412558215,0.30060422960725075,0.3333333333333333,0.7777777777777778,0.0407314313437767,4,1.0,0.14285714285714285,7.0,0.24908170903330387,0.7823921482458068,0.875,3.3266331658291457,0.0
graph_1_3_node_50,0.001698222964469588,0.3085271317829457,0.4666666666666667,0.8333333333333334,0.05847953216374269,10,1.0,0.1,10.0,0.3448275862068966,0.8399122807017544,0.9090909090909091,3.241206030150754,0.0
graph_3_5_node_27,0.0038808594453047245,0.33843537414965985,0.06666666666666667,0.6635156128895259,0.08966275860027885,6,4.053,0.2555038784744667,15.947,0.7281675695979709,0.6740078940594949,0.79735,2.9547738693467336,0.13616443495314176
graph_2_1_node_154,0.009818631080413382,0.34973637961335674,0.03571428571428571,0.774389652014652,0.05342747516651574,10,1.449,0.16304047619047618,9.551,0.4643517754183011,0.7806778642853828,0.8682727272727273,2.85929648241206,0.00852222263860549
graph_1_3_node_73,0.003867470989491256,0.3109375,0.3333333333333333,0.6363636363636364,0.039548472008217775,6,2.0,0.2857142857142857,7.0,0.30432246376811595,0.6409840984098409,0.7777777777777778,3.2160804020100504,0.0
graph_1_4_node_52,0.0021169980288051745,0.26639892904953144,0.16666666666666666,0.6666666666666666,0.022727272727272728,4,1.0,0.25,4.0,0.16666666666666666,0.6693086745926904,0.8,3.7537688442211055,0.0
graph_2_1_node_19,0.011514073624839812,0.3509700176366843,0.05555555555555555,1.0,0.03491265543752288,11,0.0,0.0,6.0,0.21349860774283186,1.0039525691699605,1.0,2.849246231155779,0.0
graph_1_1_node_106,0.008587320714978194,0.3153724247226624,0.3333333333333333,0.14285714285714285,0.005618199707992128,4,3.0,3.0,1.0,0.04544071146245059,0.14352071286377854,0.25,3.170854271356784,0.18176284584980237
graph_4_2_node_48,0.004032947420877934,0.37832699619771865,0.0,0.7557258741258741,0.04464787945460582,6,1.3,0.17972857142857143,7.7,0.3021965750829351,0.7608006970501232,0.8555555555555555,2.64321608040201,0.0057075680367537915
graph_3_3_node_69,0.01287768577141787,0.36580882352941174,0.1111111111111111,0.5303260073260073,0.040556232097274575,10,3.075,0.4470595238095238,6.925,0.2415832179272744,0.5349035793850779,0.6925,2.7336683417085426,0.003561523507775535
graph_1_5_node_61,0.012380613777542203,0.30428134556574926,0.26666666666666666,0.75,0.03326851034496949,6,1.0,0.16666666666666666,6.0,0.3055593984962406,0.753957783641161,0.8571428571428571,3.28643216080402,0.0
graph_4_2_node_165,0.006188500995386754,0.3768939393939394,0.022222222222222223,0.8720238095238095,0.0322273521256828,10,0.461,0.0981,5.539,0.22343548084929715,0.8756755566089189,0.9231666666666667,2.6532663316582914,0.0031950295461100056
graph_2_4_node_79,0.012893702625291586,0.3651376146788991,0.2948717948717949,0.7461111111111111,0.03406067393607225,15,1.02,0.17133333333333334,5.98,0.24530829563351303,0.7500558329327205,0.8542857142857142,2.7386934673366836,0.0003333333333333333
graph_3_4_node_45,0.0028852826744315344,0.334453781512605,0.0,0.7173571428571429,0.02730766506384309,4,1.019,0.2165,4.981,0.30493669964189346,0.720644767075607,0.8301666666666667,2.9899497487437188,0.023117456924966456
graph_3_4_node_93,0.0004303280711653661,0.28798842257597684,0.16666666666666666,0.49983333333333335,0.024386616428080952,4,2.001,0.5005,3.999,0.11165955492087407,0.5024781785477611,0.6665,3.472361809045226,0.0
graph_4_2_node_188,0.006058450949384021,0.3671586715867159,0.0,0.8750837912087912,0.05960651187124143,9,0.792,0.08646984126984127,10.208,0.40385024559118055,0.8817958684855316,0.928,2.7236180904522613,0.00865138996632347
graph_2_1_node_182,0.005213930315389946,0.34608695652173915,0.23809523809523808,0.7140714285714286,0.028996966393994624,7,1.001,0.2003,4.999,0.1812804790521596,0.7173711037770444,0.8331666666666667,2.8894472361809047,0.00010344827586206896
graph_3_1_node_93,0.007027452110716074,0.3592057761732852,0.14285714285714285,0.7142857142857143,0.029029405084555607,7,1.0,0.2,5.0,0.18086792976436447,0.7175860443187176,0.8333333333333334,2.7839195979899496,0.0
graph_4_4_node_169,0.003200533030539431,0.34429065743944637,0.1,0.617780637709608,0.06898852815517409,5,3.876,0.3394641358641359,12.124,0.6312813178738905,0.6257735367932897,0.75775,2.9045226130653266,0.028829595239073604
graph_2_3_node_89,0.005074031132641056,0.35535714285714287,0.35714285714285715,0.6666666666666666,0.022804712721921198,8,1.0,0.25,4.0,0.16275727486684008,0.6693086745926904,0.8,2.814070351758794,0.0
graph_1_5_node_196,0.016499658708292213,0.3761814744801512,0.35947712418300654,1.0,0.03550295857988166,20,0.0,0.0,6.0,0.1935483870967742,1.0039525691699605,1.0,2.658291457286432,0.0
graph_4_2_node_2,0.006303419108582717,0.39250493096646943,0.13636363636363635,0.7373498501498502,0.04419814502701682,12,1.461,0.21911785714285714,7.539,0.2742242112053132,0.7423194005508552,0.8376666666666667,2.5477386934673367,0.02578671007844865
graph_1_2_node_80,0.013797861802655445,0.3189102564102564,0.2,1.0,0.028247027777022062,6,0.0,0.0,5.0,0.21750197628458498,1.003295978905735,1.0,3.135678391959799,0.0
graph_4_4_node_125,0.0019632707758982155,0.3294701986754967,0.0,0.7956230158730159,0.024547304284164264,4,0.657,0.198,4.343,0.2388332977201174,0.7984889148003457,0.8686,3.0351758793969847,0.0016807936319873753
graph_3_1_node_120,0.03283950156427148,0.41030927835051545,0.0784313725490196,0.6690714285714285,0.024547354266597824,20,1.008,0.2615,3.992,0.10839317776927901,0.671708064469235,0.7984,2.437185929648241,0.004140228570508556
graph_1_5_node_187,0.0017350807120381463,0.283072546230441,0.2,0.7142857142857143,0.028901568002126104,5,1.0,0.2,5.0,0.18519230769230768,0.7175860443187176,0.8333333333333334,3.5326633165829144,0.0
graph_1_1_node_93,0.0037590429666100084,0.2992481203007519,0.4,0.0,0.0,6,6.0,6.0,0.0,0.0,0.0,0.0,3.341708542713568,0.22786176075268816
graph_4_5_node_69,0.007757605916124617,0.3940594059405941,0.07142857142857142,0.5003818681318681,0.038009613895818944,8,3.406,0.5565595238095238,6.594,0.27443507552486723,0.5047422689656534,0.6594,2.5376884422110555,0.031145862463010723
graph_3_1_node_39,0.010138444674428903,0.3671586715867159,0.044444444444444446,0.5664055555555556,0.031102230283447295,10,1.946,0.38845,5.054,0.1367669755170671,0.5697454917763557,0.722,2.7236180904522613,0.0013640960631341886
graph_1_2_node_10,0.0028801835759918147,0.2943786982248521,0.3333333333333333,0.6356818181818181,0.039517267459259466,7,2.005,0.28678571428571425,6.995,0.304302766798419,0.640299019187633,0.7772222222222223,3.3969849246231156,0.0006
graph_3_1_node_24,0.014663684094044817,0.3834296724470135,0.10606060606060606,0.6634285714285714,0.024520238047832175,12,1.014,0.256,3.986,0.10795686091930506,0.6660613848082728,0.7972,2.608040201005025,0.0
graph_1_1_node_44,0.007634185965356778,0.3090062111801242,0.1,0.1111111111111111,0.0055937330431932155,5,4.0,4.0,1.0,0.047137878787878784,0.11177556293835363,0.2,3.236180904522613,0.14141363636363635
graph_1_2_node_21,0.008229606215735433,0.32569558101472995,0.3333333333333333,0.7777777777777778,0.0402103448275862,7,1.0,0.14285714285714285,7.0,0.2701461538461538,0.7823921482458068,0.875,3.07035175879397,0.0
graph_4_1_node_198,0.005283769924158673,0.36313868613138683,0.0,0.9776,0.023829534035364905,8,0.057,0.02,3.943,0.11834630582046463,0.9802011393217982,0.98575,2.7537688442211055,0.0004681372549019608
graph_2_1_node_158,0.004908321630581127,0.34429065743944637,0.14285714285714285,1.0,0.047077215467012115,8,0.0,0.0,8.0,0.26700305064942403,1.0052631578947369,1.0,2.9045226130653266,0.0
graph_4_5_node_196,0.0027912489983362007,0.37832699619771865,0.2,0.8375,0.03130124700620467,6,0.604,0.1365,5.396,0.21390828073811766,0.841058241249667,0.8993333333333333,2.64321608040201,0.001346897075718586
graph_3_1_node_172,0.0035526744674136716,0.3651376146788991,0.14285714285714285,0.8995,0.03469547145470086,7,0.358,0.0741,5.642,0.1530452505945545,0.9032190028526662,0.9403333333333334,2.7386934673366836,0.0
graph_4_4_node_153,0.002581407174634384,0.3436960276338515,0.2,0.5327757575757576,0.03302974471991398,5,2.48,0.47773333333333334,5.52,0.17825528127704915,0.5364245894311238,0.69,2.909547738693467,0.0
graph_3_5_node_194,0.0029592759906740974,0.35159010600706714,0.2,0.45430303030303026,0.028568009315613156,6,3.002,0.6008,4.998,0.20015524514909824,0.457610784052282,0.62475,2.8442211055276383,0.0
graph_4_3_node_37,0.006224650398067679,0.3678373382624769,0.0,0.9160323232323232,0.044302880487802225,7,0.398,0.06215238095238095,7.602,0.28422146866200404,0.9210369961476174,0.95025,2.7185929648241207,0.001481499116623431
graph_1_2_node_38,0.0027827144924851693,0.28840579710144926,0.16666666666666666,0.9628055555555556,0.039297514033680835,4,0.167,0.0333,6.833,0.26168131868131866,0.9673050035666441,0.9761428571428571,3.4673366834170856,0.0
graph_3_1_node_175,0.004756731133571368,0.36116152450090744,0.09523809523809523,0.5038571428571429,0.0238708817714961,7,1.982,0.4946,4.018,0.12782932657093884,0.5065144323956206,0.6696666666666666,2.7688442211055277,0.09403542664918504
graph_3_5_node_130,0.004455062244604503,0.33614864864864863,0.13333333333333333,0.9982727272727273,0.051359530103976744,6,0.009,0.0011964285714285714,8.991,0.3637602685998192,1.0041840583029231,0.999,2.9748743718592965,0.0
graph_4_4_node_175,0.006737967962445936,0.35985533453887886,0.14285714285714285,0.4730290043290043,0.02218490801824879,7,2.222,0.6689,3.778,0.13462530781285964,0.4755279917600106,0.6296666666666666,2.778894472361809,0.027812955623298108
graph_1_5_node_34,0.012939543896241487,0.35221238938053095,0.32142857142857145,0.5,0.023668639053254437,8,2.0,0.5,4.0,0.12903225806451613,0.5026455026455027,0.6666666666666666,2.8391959798994977,0.0967741935483871
graph_1_2_node_49,0.013682563209168212,0.3184,0.0,0.5555555555555556,0.02890207017072187,5,2.0,0.4,5.0,0.18517195767195765,0.5588602482191378,0.7142857142857143,3.14070351758794,0.0
graph_4_2_node_136,0.0021901797535790186,0.381957773512476,0.19047619047619047,0.291620202020202,0.018354967288371504,7,3.89,1.4271333333333334,3.11,0.10867268976118569,0.29368271259223533,0.4442857142857143,2.6180904522613067,0.01760264184764443
graph_2_2_node_30,0.01174332882232875,0.35159010600706714,0.1111111111111111,0.5696607142857143,0.04473661078263557,9,3.017,0.3784047619047619,7.983,0.3714562749038102,0.574933655067676,0.7257272727272728,2.8442211055276383,0.0
graph_2_3_node_24,0.0038500931303424245,0.3401709401709402,0.3333333333333333,0.9988571428571429,0.027951339872421852,7,0.004,0.0013333333333333333,4.996,0.23540901599291386,1.0021505006852782,0.9992,2.9396984924623117,0.0
graph_2_2_node_78,0.001624615303964474,0.3225283630470016,0.16666666666666666,0.6666666666666666,0.023653620259823805,4,1.0,0.25,4.0,0.12952716653374083,0.6693086745926904,0.8,3.100502512562814,0.0
graph_3_1_node_88,0.02133788010046935,0.40040241448692154,0.030303030303030304,0.6623454545454546,0.0431989817562687,12,1.848,0.26339285714285715,7.152,0.2097271663552519,0.6670645572936874,0.7946666666666666,2.4974874371859297,0.001532910285684247
graph_3_5_node_61,0.011039340337269228,0.379047619047619,0.1388888888888889,0.9733888888888889,0.03864072676617775,9,0.108,0.018466666666666666,6.892,0.3229977061824431,0.9779269105426603,0.9845714285714285,2.6381909547738696,0.0004097277916686323
graph_1_5_node_102,0.002207635882640458,0.2838801711840228,0.0,0.7835089743589744,0.16260524310454325,5,4.06,0.143191452991453,28.94,1.336929995929996,0.8023867220422438,0.876969696969697,3.522613065326633,0.05433903133903134
graph_4_5_node_3,0.0034806014789591886,0.34851138353765326,0.06666666666666667,0.6897332667332667,0.04559407007205452,6,1.903,0.2524563492063492,8.097,0.4486767031432027,0.6950722095262696,0.8097,2.869346733668342,0.027463190174353454
graph_4_4_node_191,0.03842811190856612,0.4154488517745303,0.0661764705882353,0.7696190476190476,0.024921334615554784,17,0.692,0.1735,4.308,0.18077057969225907,0.7724624708163011,0.8616,2.407035175879397,0.00027169051878354205
graph_4_2_node_25,0.0027509417380283292,0.3956262425447316,0.19047619047619047,0.8651474747474748,0.04292082149475012,7,0.63,0.09603809523809523,7.37,0.27782272245026235,0.8700015904123666,0.92125,2.527638190954774,0.0008835776818066923
graph_2_1_node_42,0.012446464459615263,0.36313868613138683,0.05555555555555555,0.9899595959595959,0.04672750267832959,9,0.055,0.010942857142857143,7.945,0.2659791277926726,0.9951869314279775,0.993125,2.7537688442211055,0.0018959790408689889
graph_1_5_node_193,0.004445781404357011,0.3080495356037152,0.3,1.0,0.022471533488167723,5,0.0,0.0,4.0,0.18184415584415584,1.0026385224274406,1.0,3.2462311557788945,0.0
graph_2_3_node_146,0.028836593317790628,0.40447154471544716,0.17647058823529413,0.6919903846153846,0.05153887341797506,18,2.003,0.22283333333333333,8.997,0.3541035467980295,0.6979211926635182,0.8179090909090909,2.472361809045226,0.0
graph_2_5_node_152,0.01816566984361597,0.379047619047619,0.21212121212121213,0.36328063241106723,0.048612982249160275,12,7.006,0.8766071428571428,7.994,0.22493195653721967,0.36858878900624337,0.5329333333333334,2.6381909547738696,0.0
graph_2_1_node_61,0.0035861613174707277,0.33111480865224624,0.06666666666666667,0.40035000000000004,0.023286532196443825,6,2.998,0.7494166666666666,4.002,0.1424124051618879,0.40300031539953524,0.5717142857142857,3.020100502512563,0.10662930387141593
graph_4_4_node_64,0.012686662128664454,0.3940594059405941,0.05555555555555555,0.47636983016983014,0.03282703466136155,9,3.289,0.64085,5.711,0.2425662529952652,0.4801475498848434,0.6345555555555555,2.5376884422110555,0.0004461300309597523
graph_4_2_node_171,0.012641282902802585,0.41631799163179917,0.0641025641025641,0.7853611111111111,0.025105116656563724,13,0.701,0.21983333333333333,4.299,0.165635257774911,0.7881981053183287,0.8598,2.4020100502512562,0.0001607142857142857
graph_2_2_node_175,0.017812685532916435,0.3856589147286822,0.09090909090909091,1.0,0.03512062948684698,11,0.0,0.0,6.0,0.2059392437233038,1.0039525691699605,1.0,2.592964824120603,0.0
graph_2_1_node_53,0.015231906182380297,0.3849129593810445,0.16666666666666666,0.7359353535353536,0.03748441434960099,9,1.237,0.18868571428571426,6.763,0.3506183223442781,0.7403953287419591,0.845375,2.5979899497487438,0.0005666557325983122
graph_3_3_node_78,0.003430546544632447,0.36380255941499084,0.38095238095238093,0.9566190476190476,0.028550885956038875,7,0.151,0.049916666666666665,4.849,0.1614846268086741,0.9598160873374953,0.9698,2.748743718592965,0.0067696721548572225
graph_2_4_node_132,0.01079189683480211,0.335016835016835,0.17857142857142858,0.9993333333333333,0.03357491860666013,8,0.003,0.001,5.997,0.28577695785822865,1.0032839380056944,0.9995,2.9849246231155777,7.894736842105263e-05
graph_1_4_node_65,0.0070630665519398,0.3138801261829653,0.19047619047619047,0.75,0.03409090909090909,7,1.0,0.16666666666666666,6.0,0.25,0.753957783641161,0.8571428571428571,3.185929648241206,0.0
graph_1_1_node_45,0.0012338446336073584,0.30615384615384617,0.5333333333333333,0.0,0.0,6,6.0,6.0,0.0,0.0,0.0,0.0,3.2663316582914574,0.21875
graph_4_1_node_104,0.01849490355808517,0.4335511982570806,0.17142857142857143,0.8705601398601399,0.048775170981675366,17,0.685,0.09427857142857143,8.315,0.30315088187868616,0.8760334964551768,0.9238888888888889,2.306532663316583,0.004089901946848686
graph_1_5_node_28,0.03207654171679298,0.36988847583643125,0.08888888888888889,0.5,0.0446927374301676,10,4.0,0.5,8.0,0.38095238095238093,0.5052910052910053,0.6666666666666666,2.7035175879396984,0.14285714285714285
graph_4_2_node_13,0.00736797962077624,0.4077868852459016,0.13333333333333333,0.4767160839160839,0.02996241928176605,10,2.85,0.5622666666666667,5.15,0.19155629980831068,0.4801232034564474,0.64375,2.4522613065326633,0.0
graph_2_3_node_78,0.009647418278512369,0.3664825046040516,0.2545454545454545,0.6666666666666666,0.022804712721921198,13,1.0,0.25,4.0,0.16275727486684008,0.6693086745926904,0.8,2.728643216080402,0.0
graph_3_4_node_143,0.010418005152594872,0.3528368794326241,0.03571428571428571,0.7172857142857143,0.03091022765107891,8,0.99,0.19820000000000002,5.01,0.13713694724765674,0.7205925615335861,0.8350000000000001,2.8341708542713566,0.0
graph_2_4_node_137,0.0021315740252404523,0.3225283630470016,0.2,0.5555555555555556,0.02841454410188784,5,2.0,0.4,5.0,0.20808565673456977,0.5588602482191378,0.7142857142857143,3.100502512562814,0.12485139404074187
graph_2_5_node_143,0.008183722347429657,0.32676518883415434,0.09523809523809523,0.9811428571428571,0.03297500670278527,7,0.066,0.0132,5.934,0.2985739136344379,0.9850523785297784,0.989,3.0603015075376883,0.0
graph_3_5_node_50,0.00499506758739497,0.35985533453887886,0.06666666666666667,0.6821931318681318,0.050355218216582794,6,2.09,0.2381329365079365,8.91,0.39607281036535613,0.688067383043805,0.81,2.778894472361809,0.002984526737246142
graph_1_3_node_4,0.010746312479909228,0.3294701986754967,0.14285714285714285,0.8,0.04469324243285042,9,1.0,0.125,8.0,0.38091925465838505,0.805270092226614,0.8888888888888888,3.0351758793969847,0.0
graph_3_1_node_177,0.004713126960381455,0.3579136690647482,0.1,0.7109874125874126,0.04470576281238821,5,1.646,0.25402857142857144,7.354,0.21086688761987554,0.7158364523237358,0.8171111111111111,2.7939698492462313,0.032284645972074276
